id,House,Hogsmeade_Visits,House_Allies,Curse_Mark,Owl_Posts,Quidditch_Attendance,Boggart_Fear,Time_in_Chamber,Corruption
388,Slytherin,,2.0,,2.0,2.0,Yes,8.0,Vulnerable
389,Slytherin,,10.0,False,,7.0,No,0.0,Safe
390,Slytherin,5.0,,False,7.0,5.0,No,0.0,Safe
391,Hufflepuff,7.0,14.0,False,7.0,6.0,,3.0,Safe
392,Slytherin,1.0,2.0,True,2.0,1.0,Yes,,Vulnerable
393,Slytherin,5.0,8.0,False,9.0,5.0,No,3.0,Safe
394,Hufflepuff,7.0,15.0,,4.0,3.0,No,0.0,Safe
395,Ravenclaw,6.0,7.0,False,3.0,5.0,No,0.0,Safe
396,Slytherin,,4.0,,1.0,2.0,Yes,6.0,Vulnerable
397,Hufflepuff,3.0,5.0,False,,5.0,No,3.0,Safe
398,Hufflepuff,2.0,7.0,,2.0,2.0,Yes,4.0,Safe
399,Gryffindor,5.0,12.0,,,5.0,No,1.0,Safe
400,Ravenclaw,,5.0,False,3.0,3.0,No,2.0,Safe
401,Slytherin,7.0,9.0,False,10.0,5.0,No,1.0,Safe
402,Gryffindor,,1.0,True,3.0,1.0,Yes,,Vulnerable
403,Ravenclaw,1.0,3.0,True,2.0,,,6.0,Safe
404,Slytherin,6.0,14.0,False,4.0,4.0,No,3.0,Safe
405,Slytherin,8.0,9.0,False,7.0,7.0,No,,Safe
406,Slytherin,5.0,10.0,False,9.0,5.0,No,,Safe
407,Slytherin,3.0,5.0,,,2.0,Yes,7.0,Vulnerable
408,Hufflepuff,,10.0,,7.0,,No,0.0,Safe
409,Ravenclaw,9.0,5.0,,7.0,6.0,No,0.0,Safe
410,Gryffindor,7.0,10.0,,7.0,,No,0.0,Safe
411,Ravenclaw,5.0,,,5.0,,No,3.0,Vulnerable
412,Ravenclaw,9.0,6.0,False,,7.0,No,2.0,Safe
413,Gryffindor,8.0,7.0,False,4.0,,,,Safe
414,Hufflepuff,4.0,5.0,,6.0,5.0,No,1.0,Safe
415,Hufflepuff,4.0,9.0,,,7.0,No,1.0,Safe
416,Gryffindor,5.0,11.0,,,,No,,Vulnerable
417,Gryffindor,7.0,6.0,False,8.0,3.0,No,4.0,Safe
418,Slytherin,2.0,2.0,,1.0,2.0,Yes,9.0,Vulnerable
419,Slytherin,,11.0,False,5.0,3.0,No,0.0,Safe
420,Ravenclaw,,7.0,,10.0,4.0,No,1.0,Safe
421,Slytherin,6.0,8.0,False,9.0,7.0,No,3.0,Safe
422,Slytherin,,2.0,,2.0,2.0,Yes,8.0,Vulnerable
423,Slytherin,,,False,,4.0,No,3.0,Vulnerable
424,Slytherin,4.0,9.0,,,7.0,No,0.0,Safe
425,Slytherin,6.0,5.0,,5.0,5.0,No,1.0,Safe
426,Gryffindor,,4.0,,1.0,1.0,Yes,7.0,Vulnerable
427,Ravenclaw,7.0,10.0,,8.0,,No,1.0,Safe
428,Hufflepuff,9.0,11.0,,5.0,,No,2.0,Safe
429,Ravenclaw,4.0,12.0,,7.0,4.0,No,2.0,Safe
430,Slytherin,,5.0,,7.0,5.0,No,1.0,Safe
431,Slytherin,9.0,12.0,,6.0,5.0,No,1.0,Safe
432,Slytherin,1.0,3.0,True,,,,,Vulnerable
433,Slytherin,4.0,9.0,False,,5.0,No,2.0,Vulnerable
434,Slytherin,0.0,0.0,,3.0,,Yes,7.0,Vulnerable
435,Slytherin,6.0,13.0,False,4.0,,No,,Vulnerable
436,Hufflepuff,6.0,15.0,False,6.0,3.0,No,0.0,Safe
437,Gryffindor,4.0,7.0,False,6.0,,No,0.0,Safe
438,Slytherin,1.0,2.0,,0.0,1.0,Yes,,Vulnerable
439,Gryffindor,,4.0,,4.0,5.0,No,3.0,Vulnerable
440,Slytherin,7.0,,False,8.0,,No,2.0,Safe
441,Hufflepuff,5.0,12.0,False,10.0,5.0,No,4.0,Safe
442,Slytherin,0.0,2.0,True,0.0,3.0,Yes,11.0,Vulnerable
443,Ravenclaw,,2.0,,7.0,7.0,Yes,4.0,Safe
444,Gryffindor,6.0,,False,,6.0,No,1.0,Safe
445,Slytherin,4.0,12.0,False,10.0,5.0,No,2.0,Safe
446,Gryffindor,7.0,10.0,,7.0,6.0,No,3.0,Safe
447,Ravenclaw,6.0,8.0,,4.0,5.0,No,4.0,Vulnerable
448,Hufflepuff,9.0,10.0,False,3.0,3.0,No,2.0,Safe
449,Slytherin,0.0,2.0,,1.0,0.0,Yes,9.0,Vulnerable
450,Hufflepuff,3.0,4.0,,,3.0,,2.0,Safe
451,Gryffindor,6.0,8.0,False,10.0,6.0,No,,Safe
452,Slytherin,2.0,,True,1.0,0.0,Yes,,Vulnerable
453,Slytherin,,6.0,False,6.0,4.0,No,0.0,Safe
454,Slytherin,,6.0,False,3.0,,No,3.0,Vulnerable
455,Ravenclaw,9.0,12.0,,6.0,7.0,No,1.0,Safe
456,Ravenclaw,3.0,4.0,False,5.0,6.0,No,0.0,Safe
457,Slytherin,2.0,0.0,,2.0,2.0,Yes,4.0,Vulnerable
458,Hufflepuff,,8.0,False,6.0,7.0,No,3.0,Vulnerable
459,Ravenclaw,,6.0,False,8.0,5.0,No,2.0,Safe
460,Slytherin,9.0,14.0,False,4.0,4.0,No,2.0,Safe
461,Hufflepuff,5.0,12.0,,5.0,7.0,No,2.0,Safe
462,Slytherin,0.0,2.0,True,2.0,,Yes,5.0,Vulnerable
463,Hufflepuff,8.0,11.0,False,7.0,6.0,No,2.0,Safe
464,Slytherin,1.0,15.0,True,2.0,0.0,Yes,7.0,Vulnerable
465,Slytherin,,,,4.0,7.0,No,4.0,Safe
466,Gryffindor,10.0,9.0,False,9.0,6.0,No,2.0,Safe
467,Ravenclaw,9.0,7.0,,8.0,5.0,,3.0,Safe
468,Hufflepuff,3.0,,,,0.0,,10.0,Vulnerable
469,Slytherin,5.0,,,,,No,3.0,Vulnerable
470,Slytherin,1.0,2.0,True,1.0,,Yes,,Vulnerable
471,Slytherin,,1.0,True,,,Yes,6.0,Vulnerable
472,Gryffindor,2.0,,,,1.0,Yes,6.0,Vulnerable
473,Hufflepuff,6.0,14.0,,7.0,5.0,No,,Safe
474,Slytherin,9.0,13.0,,8.0,6.0,No,1.0,Safe
475,Hufflepuff,4.0,9.0,False,5.0,7.0,No,0.0,Safe
476,Ravenclaw,9.0,,,8.0,7.0,No,4.0,Safe
477,Gryffindor,7.0,4.0,False,7.0,7.0,No,1.0,Safe
478,Gryffindor,7.0,,False,5.0,5.0,No,3.0,Vulnerable
479,Slytherin,5.0,13.0,,4.0,4.0,No,1.0,Safe
480,Slytherin,,3.0,True,2.0,2.0,Yes,9.0,Vulnerable
481,Slytherin,,,False,,4.0,No,3.0,Vulnerable
482,Slytherin,4.0,4.0,False,3.0,,No,1.0,Safe
483,Slytherin,9.0,4.0,,,7.0,No,2.0,Safe
484,Slytherin,8.0,,,9.0,6.0,No,0.0,Safe
485,Slytherin,9.0,9.0,False,3.0,,No,1.0,Safe
486,Slytherin,9.0,10.0,False,7.0,5.0,,1.0,Safe
487,Ravenclaw,1.0,5.0,,3.0,2.0,Yes,7.0,Vulnerable
488,Slytherin,4.0,7.0,False,6.0,3.0,No,1.0,Safe
489,Slytherin,9.0,5.0,False,8.0,5.0,No,0.0,Safe
490,Ravenclaw,4.0,14.0,False,,3.0,,0.0,Safe
491,Ravenclaw,3.0,5.0,,,1.0,Yes,5.0,Vulnerable
492,Hufflepuff,6.0,12.0,False,3.0,5.0,,2.0,Safe
493,Hufflepuff,,4.0,,,2.0,Yes,,Vulnerable
494,Slytherin,,14.0,False,4.0,3.0,No,,Safe
495,Gryffindor,,2.0,True,2.0,1.0,,7.0,Vulnerable
496,Ravenclaw,2.0,3.0,True,,,Yes,5.0,Vulnerable
497,Ravenclaw,8.0,3.0,False,,4.0,No,1.0,Safe
498,Gryffindor,,3.0,True,1.0,,Yes,11.0,Vulnerable
499,Slytherin,6.0,5.0,,7.0,5.0,No,1.0,Safe
500,Ravenclaw,6.0,6.0,,4.0,7.0,No,1.0,Safe
501,Slytherin,,4.0,True,0.0,3.0,Yes,,Vulnerable
502,Ravenclaw,9.0,9.0,False,3.0,5.0,,,Safe
503,Hufflepuff,1.0,3.0,,1.0,2.0,Yes,11.0,Safe
504,Slytherin,10.0,7.0,False,8.0,7.0,No,3.0,Safe
505,Ravenclaw,9.0,8.0,False,,5.0,No,2.0,Safe
506,Gryffindor,9.0,6.0,False,,4.0,No,3.0,Vulnerable
507,Slytherin,,4.0,True,,2.0,Yes,,Vulnerable
508,Slytherin,5.0,,False,7.0,,No,3.0,Vulnerable
509,Hufflepuff,7.0,9.0,False,9.0,5.0,No,,Safe
510,Hufflepuff,5.0,11.0,,9.0,5.0,No,1.0,Safe
511,Gryffindor,,0.0,,0.0,0.0,Yes,5.0,Vulnerable
512,Gryffindor,9.0,11.0,False,8.0,6.0,No,,Safe
513,Slytherin,4.0,11.0,False,,,No,2.0,Vulnerable
514,Slytherin,,5.0,,,0.0,,,Vulnerable
515,Slytherin,,,False,6.0,,No,,Vulnerable
516,Hufflepuff,7.0,3.0,False,4.0,5.0,No,3.0,Safe
517,Hufflepuff,,7.0,False,7.0,5.0,No,1.0,Safe
518,Slytherin,1.0,4.0,,3.0,1.0,Yes,11.0,Safe
519,Hufflepuff,7.0,11.0,False,4.0,4.0,No,2.0,Safe
520,Slytherin,0.0,5.0,True,,,Yes,6.0,Vulnerable
521,Gryffindor,4.0,10.0,False,10.0,4.0,No,,Safe
522,Slytherin,,,False,,4.0,No,1.0,Vulnerable
523,Gryffindor,4.0,5.0,False,7.0,7.0,No,1.0,Safe
524,Hufflepuff,9.0,15.0,False,4.0,6.0,No,2.0,Safe
525,Slytherin,3.0,8.0,False,6.0,5.0,No,3.0,Vulnerable
526,Ravenclaw,8.0,15.0,False,,,No,3.0,Safe
527,Hufflepuff,5.0,12.0,False,7.0,4.0,No,0.0,Safe
528,Ravenclaw,2.0,1.0,True,0.0,,Yes,4.0,Vulnerable
529,Slytherin,0.0,4.0,True,,2.0,Yes,,Vulnerable
530,Ravenclaw,10.0,6.0,,3.0,5.0,No,3.0,Safe
531,Hufflepuff,9.0,5.0,,3.0,6.0,No,3.0,Safe
532,Gryffindor,5.0,,,3.0,4.0,No,1.0,Vulnerable
533,Hufflepuff,9.0,6.0,,6.0,4.0,,2.0,Safe
534,Ravenclaw,9.0,10.0,False,3.0,4.0,No,4.0,Safe
535,Ravenclaw,,14.0,,8.0,5.0,No,1.0,Safe
536,Gryffindor,0.0,0.0,True,2.0,3.0,Yes,11.0,Vulnerable
537,Ravenclaw,,6.0,False,9.0,5.0,No,0.0,Safe
538,Gryffindor,8.0,7.0,,8.0,3.0,No,3.0,Safe
539,Ravenclaw,5.0,15.0,False,8.0,6.0,No,2.0,Safe
540,Slytherin,0.0,4.0,True,,2.0,,,Vulnerable
541,Slytherin,2.0,,,,2.0,Yes,,Vulnerable
542,Slytherin,6.0,9.0,,4.0,,,1.0,Safe
543,Hufflepuff,7.0,15.0,,,6.0,No,,Safe
544,Ravenclaw,,5.0,True,1.0,,,8.0,Vulnerable
545,Hufflepuff,2.0,4.0,,0.0,2.0,Yes,6.0,Vulnerable
546,Slytherin,3.0,,True,2.0,,Yes,4.0,Vulnerable
547,Gryffindor,10.0,10.0,False,6.0,6.0,No,2.0,Vulnerable
548,Slytherin,0.0,2.0,True,,,Yes,5.0,Vulnerable
549,Ravenclaw,0.0,,True,,,Yes,10.0,Vulnerable
550,Hufflepuff,5.0,,False,3.0,6.0,No,1.0,Safe
551,Gryffindor,0.0,5.0,True,0.0,0.0,Yes,4.0,Vulnerable
552,Slytherin,,5.0,False,4.0,4.0,No,2.0,Vulnerable
553,Hufflepuff,,6.0,,7.0,,No,3.0,Vulnerable
554,Slytherin,4.0,6.0,,10.0,5.0,No,4.0,Safe
555,Gryffindor,8.0,8.0,False,3.0,5.0,No,2.0,Safe
556,Gryffindor,2.0,4.0,True,1.0,1.0,Yes,6.0,Vulnerable
557,Slytherin,9.0,11.0,,,5.0,No,,Safe
558,Ravenclaw,2.0,2.0,,1.0,1.0,Yes,3.0,Safe
559,Ravenclaw,2.0,8.0,True,0.0,0.0,Yes,,Safe
560,Gryffindor,2.0,3.0,True,2.0,1.0,,10.0,Vulnerable
561,Slytherin,,,False,4.0,4.0,No,1.0,Vulnerable
562,Gryffindor,7.0,7.0,,7.0,3.0,No,,Safe
563,Ravenclaw,6.0,10.0,,5.0,,No,,Vulnerable
564,Slytherin,,5.0,True,,3.0,Yes,10.0,Vulnerable
565,Slytherin,1.0,3.0,,,1.0,Yes,7.0,Vulnerable
566,Ravenclaw,7.0,8.0,False,9.0,3.0,No,,Safe
567,Ravenclaw,9.0,15.0,False,,3.0,No,3.0,Safe
568,Hufflepuff,8.0,,,6.0,5.0,No,0.0,Safe
569,Slytherin,5.0,8.0,False,8.0,3.0,No,1.0,Safe
570,Hufflepuff,,6.0,False,9.0,6.0,No,3.0,Safe
571,Hufflepuff,5.0,,False,6.0,3.0,No,0.0,Safe
572,Hufflepuff,5.0,10.0,False,6.0,6.0,No,2.0,Safe
573,Slytherin,8.0,10.0,,4.0,7.0,No,0.0,Safe
574,Slytherin,4.0,4.0,False,5.0,3.0,,2.0,Safe
575,Ravenclaw,,11.0,False,5.0,5.0,No,1.0,Vulnerable
576,Gryffindor,,,True,,,Yes,7.0,Vulnerable
577,Ravenclaw,,5.0,,2.0,1.0,,11.0,Vulnerable
578,Slytherin,9.0,7.0,,10.0,5.0,No,2.0,Safe
579,Slytherin,0.0,3.0,,1.0,2.0,Yes,,Vulnerable
580,Hufflepuff,8.0,14.0,False,9.0,6.0,,0.0,Safe
581,Slytherin,4.0,15.0,False,5.0,5.0,No,0.0,Safe
582,Slytherin,3.0,,,2.0,,Yes,6.0,Vulnerable
583,Ravenclaw,3.0,0.0,True,1.0,,,,Vulnerable
584,Hufflepuff,8.0,14.0,False,4.0,3.0,No,1.0,Safe
585,Slytherin,9.0,,False,4.0,5.0,No,,Safe
586,Slytherin,0.0,1.0,,1.0,1.0,Yes,9.0,Vulnerable
587,Slytherin,4.0,7.0,False,4.0,4.0,No,3.0,Vulnerable
588,Gryffindor,,8.0,False,5.0,5.0,No,1.0,Vulnerable
589,Ravenclaw,6.0,7.0,False,4.0,7.0,No,,Safe
590,Slytherin,7.0,5.0,,4.0,3.0,No,,Safe
591,Ravenclaw,8.0,,,6.0,5.0,,1.0,Safe
592,Slytherin,8.0,5.0,,7.0,6.0,No,3.0,Safe
593,Gryffindor,10.0,14.0,False,6.0,7.0,No,0.0,Safe
594,Slytherin,3.0,6.0,,7.0,5.0,No,2.0,Safe
595,Ravenclaw,,11.0,False,8.0,7.0,No,3.0,Safe
596,Hufflepuff,7.0,,,3.0,3.0,No,2.0,Safe
597,Hufflepuff,,3.0,True,0.0,1.0,Yes,7.0,Vulnerable
598,Ravenclaw,4.0,11.0,,9.0,7.0,No,1.0,Safe
599,Gryffindor,4.0,11.0,False,3.0,6.0,No,,Safe
600,Ravenclaw,8.0,15.0,False,4.0,5.0,No,4.0,Safe
601,Ravenclaw,4.0,12.0,False,5.0,3.0,No,,Safe
602,Slytherin,8.0,14.0,False,7.0,4.0,,2.0,Safe
603,Hufflepuff,4.0,13.0,False,7.0,3.0,No,3.0,Safe
604,Slytherin,6.0,10.0,False,9.0,5.0,No,0.0,Safe
605,Gryffindor,6.0,12.0,,5.0,6.0,No,,Safe
606,Hufflepuff,8.0,13.0,False,7.0,4.0,No,3.0,Safe
607,Slytherin,0.0,4.0,True,,0.0,Yes,6.0,Vulnerable
608,Slytherin,,10.0,,5.0,5.0,No,1.0,Vulnerable
609,Gryffindor,9.0,10.0,False,8.0,,No,3.0,Safe
610,Gryffindor,5.0,7.0,False,10.0,5.0,No,,Safe
611,Hufflepuff,9.0,7.0,,,4.0,No,4.0,Safe
612,Slytherin,5.0,,False,,4.0,No,,Vulnerable
613,Gryffindor,6.0,,,5.0,5.0,No,,Vulnerable
614,Slytherin,,1.0,True,0.0,,Yes,7.0,Vulnerable
615,Hufflepuff,7.0,12.0,False,,4.0,No,,Safe
616,Ravenclaw,3.0,4.0,False,2.0,5.0,No,2.0,Safe
617,Hufflepuff,6.0,4.0,False,6.0,4.0,No,,Vulnerable
618,Slytherin,,8.0,False,5.0,3.0,No,,Vulnerable
619,Slytherin,4.0,13.0,False,5.0,3.0,No,2.0,Safe
620,Slytherin,,6.0,False,5.0,5.0,No,1.0,Vulnerable
621,Slytherin,3.0,5.0,,,2.0,,9.0,Vulnerable
622,Hufflepuff,8.0,13.0,False,10.0,4.0,No,0.0,Safe
623,Slytherin,5.0,11.0,,3.0,3.0,No,0.0,Safe
624,Hufflepuff,9.0,8.0,,5.0,5.0,No,0.0,Safe
625,Gryffindor,3.0,10.0,False,9.0,4.0,No,3.0,Safe
626,Slytherin,0.0,0.0,True,2.0,3.0,Yes,5.0,Vulnerable
627,Ravenclaw,3.0,6.0,False,9.0,5.0,No,2.0,Safe
628,Slytherin,,4.0,True,0.0,,Yes,4.0,Vulnerable
629,Ravenclaw,8.0,11.0,False,7.0,,,3.0,Safe
630,Hufflepuff,8.0,,False,7.0,6.0,,2.0,Safe
631,Slytherin,8.0,6.0,False,3.0,6.0,No,3.0,Safe
632,Gryffindor,1.0,5.0,True,1.0,3.0,Yes,5.0,Vulnerable
633,Slytherin,9.0,,,5.0,6.0,,2.0,Safe
634,Slytherin,7.0,12.0,False,5.0,6.0,No,3.0,Safe
635,Gryffindor,,,True,2.0,,Yes,10.0,Vulnerable
636,Gryffindor,5.0,13.0,False,,4.0,No,3.0,Vulnerable
637,Slytherin,6.0,9.0,,8.0,,No,2.0,Safe
638,Slytherin,1.0,,,1.0,0.0,Yes,4.0,Vulnerable
639,Gryffindor,7.0,,False,3.0,6.0,No,3.0,Safe
640,Gryffindor,7.0,15.0,,4.0,,No,3.0,Safe
641,Ravenclaw,6.0,8.0,False,8.0,3.0,No,,Safe
642,Ravenclaw,4.0,12.0,False,5.0,5.0,No,3.0,Vulnerable
643,Ravenclaw,8.0,11.0,False,4.0,3.0,No,2.0,Safe
644,Slytherin,8.0,11.0,,8.0,,No,3.0,Safe
645,Hufflepuff,9.0,13.0,False,5.0,4.0,No,0.0,Safe
646,Gryffindor,,11.0,False,7.0,3.0,No,0.0,Safe
647,Slytherin,7.0,15.0,,10.0,3.0,No,1.0,Safe
648,Ravenclaw,9.0,15.0,False,6.0,4.0,No,4.0,Safe
649,Ravenclaw,4.0,12.0,False,6.0,6.0,No,4.0,Safe
650,Gryffindor,,,True,1.0,2.0,Yes,,Vulnerable
651,Slytherin,2.0,4.0,,3.0,3.0,Yes,11.0,Safe
652,Slytherin,5.0,13.0,False,9.0,6.0,No,,Safe
653,Slytherin,5.0,7.0,,3.0,,No,,Vulnerable
654,Hufflepuff,5.0,6.0,False,8.0,3.0,No,,Safe
655,Ravenclaw,,3.0,True,1.0,0.0,Yes,9.0,Safe
656,Ravenclaw,,11.0,,9.0,6.0,No,2.0,Safe
657,Slytherin,3.0,5.0,,2.0,,Yes,,Vulnerable
658,Ravenclaw,4.0,5.0,False,7.0,3.0,No,2.0,Safe
659,Slytherin,,8.0,False,9.0,6.0,No,1.0,Safe
660,Gryffindor,1.0,4.0,True,,,Yes,4.0,Vulnerable
661,Slytherin,0.0,4.0,True,2.0,,Yes,5.0,Vulnerable
662,Hufflepuff,7.0,13.0,False,10.0,7.0,No,1.0,Safe
663,Ravenclaw,6.0,6.0,False,3.0,7.0,No,2.0,Safe
664,Hufflepuff,5.0,15.0,False,9.0,4.0,No,0.0,Safe
665,Gryffindor,3.0,5.0,True,0.0,3.0,Yes,5.0,Vulnerable
666,Ravenclaw,6.0,15.0,False,7.0,5.0,No,0.0,Safe
667,Gryffindor,8.0,4.0,False,9.0,,No,2.0,Safe
668,Gryffindor,6.0,13.0,,7.0,,No,3.0,Safe
669,Slytherin,4.0,12.0,False,7.0,7.0,,2.0,Safe
670,Gryffindor,6.0,10.0,False,8.0,4.0,No,1.0,Safe
671,Gryffindor,6.0,10.0,False,4.0,3.0,No,1.0,Safe
672,Slytherin,,,False,5.0,5.0,No,1.0,Vulnerable
673,Hufflepuff,4.0,13.0,,6.0,7.0,No,1.0,Safe
674,Gryffindor,6.0,10.0,False,6.0,6.0,No,0.0,Safe
675,Gryffindor,6.0,10.0,,3.0,,No,2.0,Safe
676,Slytherin,4.0,6.0,,8.0,4.0,No,4.0,Safe
677,Gryffindor,,3.0,True,0.0,0.0,,6.0,Vulnerable
678,Gryffindor,5.0,13.0,False,,5.0,No,2.0,Safe
679,Slytherin,0.0,2.0,True,1.0,,Yes,5.0,Vulnerable
680,Gryffindor,10.0,8.0,False,9.0,5.0,No,2.0,Safe
681,Slytherin,0.0,5.0,True,0.0,0.0,,,Vulnerable
682,Gryffindor,7.0,6.0,False,3.0,6.0,,1.0,Safe
683,Slytherin,,,,2.0,2.0,Yes,6.0,Vulnerable
684,Slytherin,9.0,11.0,,9.0,7.0,No,0.0,Safe
685,Hufflepuff,4.0,15.0,False,8.0,6.0,No,2.0,Safe
686,Hufflepuff,4.0,8.0,False,9.0,3.0,No,3.0,Safe
687,Gryffindor,5.0,15.0,False,4.0,4.0,No,,Safe
688,Slytherin,,,True,,,Yes,7.0,Vulnerable
689,Gryffindor,,9.0,False,6.0,7.0,No,1.0,Safe
690,Slytherin,0.0,,True,,1.0,,8.0,Vulnerable
691,Slytherin,2.0,5.0,True,3.0,0.0,Yes,10.0,Vulnerable
692,Hufflepuff,6.0,10.0,False,6.0,4.0,,2.0,Vulnerable
693,Slytherin,9.0,8.0,False,9.0,4.0,,0.0,Safe
694,Ravenclaw,10.0,15.0,,7.0,5.0,No,,Safe
695,Slytherin,7.0,4.0,False,9.0,5.0,No,1.0,Safe
696,Gryffindor,,7.0,,4.0,,No,,Vulnerable
697,Ravenclaw,,13.0,False,3.0,4.0,No,0.0,Safe
698,Gryffindor,3.0,4.0,False,,4.0,No,2.0,Safe
699,Ravenclaw,2.0,3.0,,1.0,,Yes,6.0,Vulnerable
700,Ravenclaw,0.0,5.0,,,,,10.0,Vulnerable
701,Hufflepuff,10.0,13.0,False,4.0,5.0,No,0.0,Safe
702,Slytherin,0.0,3.0,True,4.0,0.0,Yes,9.0,Vulnerable
703,Slytherin,0.0,3.0,True,0.0,,Yes,4.0,Vulnerable
704,Slytherin,7.0,,,9.0,6.0,,1.0,Safe
705,Slytherin,0.0,,True,,,Yes,6.0,Vulnerable
706,Slytherin,6.0,12.0,False,7.0,6.0,No,3.0,Safe
707,Gryffindor,0.0,1.0,True,2.0,1.0,Yes,6.0,Safe
708,Gryffindor,8.0,8.0,,,,No,2.0,Vulnerable
709,Slytherin,7.0,8.0,False,9.0,3.0,,3.0,Safe
710,Hufflepuff,6.0,6.0,,6.0,7.0,No,2.0,Safe
711,Slytherin,7.0,8.0,False,7.0,6.0,,3.0,Safe
712,Slytherin,8.0,13.0,False,6.0,3.0,No,0.0,Safe
713,Gryffindor,2.0,,True,,,Yes,7.0,Vulnerable
714,Hufflepuff,4.0,4.0,,1.0,2.0,Yes,5.0,Safe
715,Slytherin,1.0,5.0,,0.0,0.0,Yes,,Vulnerable
716,Slytherin,5.0,12.0,False,7.0,5.0,No,1.0,Safe
717,Slytherin,1.0,,True,1.0,2.0,Yes,,Vulnerable
718,Slytherin,0.0,2.0,,1.0,0.0,Yes,6.0,Vulnerable
719,Hufflepuff,,,False,3.0,4.0,No,0.0,Safe
720,Ravenclaw,6.0,15.0,,4.0,5.0,No,3.0,Safe
721,Ravenclaw,,10.0,False,6.0,6.0,,3.0,Safe
722,Gryffindor,,4.0,True,2.0,0.0,Yes,10.0,Vulnerable
723,Gryffindor,,10.0,False,8.0,3.0,No,3.0,Safe
724,Ravenclaw,6.0,6.0,,8.0,7.0,No,0.0,Safe
725,Slytherin,7.0,14.0,False,4.0,,No,3.0,Safe
726,Ravenclaw,5.0,9.0,False,9.0,4.0,No,3.0,Vulnerable
727,Gryffindor,3.0,3.0,True,2.0,2.0,Yes,6.0,Safe
728,Gryffindor,9.0,15.0,False,6.0,6.0,,3.0,Safe
729,Hufflepuff,9.0,15.0,,10.0,6.0,No,,Safe
730,Hufflepuff,,,True,0.0,,,9.0,Vulnerable
731,Ravenclaw,9.0,8.0,False,3.0,3.0,No,,Safe
732,Gryffindor,,15.0,,4.0,4.0,No,1.0,Safe
733,Ravenclaw,2.0,4.0,,,3.0,Yes,,Vulnerable
734,Slytherin,8.0,,False,3.0,3.0,No,2.0,Safe
735,Gryffindor,7.0,9.0,,7.0,,No,,Safe
736,Slytherin,7.0,,,4.0,7.0,No,0.0,Safe
737,Hufflepuff,0.0,5.0,True,2.0,,Yes,7.0,Safe
738,Slytherin,5.0,,,7.0,7.0,No,5.0,Vulnerable
739,Slytherin,9.0,13.0,False,7.0,6.0,No,4.0,Safe
740,Ravenclaw,,12.0,,3.0,6.0,No,0.0,Safe
741,Hufflepuff,10.0,6.0,,4.0,4.0,No,2.0,Safe
742,Gryffindor,6.0,5.0,False,7.0,4.0,No,2.0,Safe
743,Hufflepuff,8.0,10.0,False,8.0,4.0,No,2.0,Safe
744,Slytherin,,6.0,,7.0,4.0,No,,Vulnerable
745,Ravenclaw,7.0,5.0,False,7.0,3.0,No,0.0,Safe
746,Gryffindor,,4.0,True,5.0,1.0,Yes,8.0,Vulnerable
747,Ravenclaw,1.0,1.0,,3.0,,Yes,4.0,Vulnerable
748,Gryffindor,8.0,15.0,False,7.0,,No,2.0,Safe
749,Slytherin,4.0,,,0.0,0.0,Yes,5.0,Vulnerable
750,Hufflepuff,7.0,6.0,,7.0,5.0,No,1.0,Safe
751,Ravenclaw,7.0,14.0,False,3.0,3.0,No,0.0,Safe
752,Gryffindor,,10.0,False,6.0,5.0,No,1.0,Safe
753,Hufflepuff,8.0,5.0,False,6.0,4.0,No,4.0,Safe
754,Hufflepuff,4.0,9.0,False,6.0,,,3.0,Vulnerable
755,Gryffindor,7.0,15.0,False,,5.0,No,3.0,Safe
756,Hufflepuff,7.0,6.0,,8.0,4.0,,0.0,Safe
757,Ravenclaw,5.0,12.0,False,3.0,,No,0.0,Safe
758,Hufflepuff,5.0,15.0,,5.0,4.0,No,,Vulnerable
759,Slytherin,9.0,13.0,False,7.0,7.0,No,1.0,Safe
760,Slytherin,,15.0,False,10.0,3.0,No,2.0,Safe
761,Ravenclaw,7.0,9.0,,6.0,5.0,No,2.0,Safe
762,Slytherin,2.0,,,,2.0,Yes,10.0,Vulnerable
763,Slytherin,5.0,,,7.0,,No,0.0,Vulnerable
764,Slytherin,8.0,15.0,,,5.0,No,1.0,Safe
765,Slytherin,,,,0.0,,Yes,4.0,Vulnerable
766,Slytherin,4.0,7.0,False,7.0,5.0,,0.0,Safe
767,Ravenclaw,7.0,6.0,False,,4.0,,1.0,Safe
768,Hufflepuff,9.0,14.0,False,10.0,5.0,,1.0,Safe
769,Ravenclaw,4.0,9.0,False,4.0,5.0,No,1.0,Safe
770,Gryffindor,7.0,14.0,False,9.0,4.0,No,3.0,Safe
771,Slytherin,6.0,8.0,False,,6.0,No,4.0,Safe
772,Slytherin,4.0,,,6.0,6.0,No,3.0,Safe
773,Hufflepuff,6.0,4.0,False,8.0,3.0,No,,Safe
774,Hufflepuff,8.0,8.0,,4.0,5.0,No,2.0,Safe
775,Slytherin,,0.0,True,0.0,2.0,Yes,9.0,Vulnerable
776,Slytherin,5.0,8.0,False,,3.0,No,0.0,Safe
777,Slytherin,4.0,6.0,,4.0,3.0,No,3.0,Vulnerable
778,Gryffindor,5.0,5.0,False,8.0,6.0,No,0.0,Safe
779,Slytherin,9.0,14.0,False,,,No,,Safe
780,Ravenclaw,8.0,9.0,False,,,No,0.0,Safe
